level,group,lemma
a2,group-4,hacer una entrevista
a2,group-4,llevar razón
a2,group-4,dar igual
a2,group-4,tomar nota
a2,group-5,conocido
a2,group-5,broma
a2,group-5,malentendido
a2,group-5,invitación
a2,group-5,despedida
a2,group-5,quedada
a2,group-5,pasatiempo
a2,group-5,escenario
a2,group-5,actor
a2,group-5,actriz
a2,group-5,personaje
a2,group-5,serie
a2,group-5,cuento
a2,group-5,baile
a2,group-5,guitarra
a2,group-5,tambor
a2,group-5,fotografía
a2,group-5,juego
a2,group-5,entrenamiento
a2,group-5,competición
a2,group-5,equipaje
a2,group-5,escaparate
a2,group-5,estuche
a2,group-5,ferretería
a2,group-5,furgoneta
a2,group-5,gasolina
a2,group-5,guía
a2,group-5,horario
a2,group-5,hostal
a2,group-5,itinerario
a2,group-5,kilómetro
a2,group-5,linterna
a2,group-5,marcador
a2,group-5,medicamento
a2,group-5,monumento
a2,group-5,muelle
a2,group-5,oferta
a2,group-5,paella
a2,group-5,pasaje
a2,group-5,peluquería
a2,group-5,periódico
a2,group-5,pijama
a2,group-5,pinza
a2,group-5,plaza
a2,group-5,recepción
a2,group-5,enfadarse
a2,group-5,calmarse
a2,group-5,alegrarse
a2,group-5,quedar
a2,group-5,reírse
a2,group-5,ensayar
a2,group-5,bromear
a2,group-5,cotillear
a2,group-5,susurrar
a2,group-5,besar
a2,group-5,saludar
a2,group-5,aplaudir
a2,group-5,animarse
a2,group-5,emocionarse
a2,group-5,avergonzarse
a2,group-5,pelearse
a2,group-5,reconciliarse
a2,group-5,coquetear
a2,group-5,ligar
a2,group-5,extrañar
a2,group-5,presentar
a2,group-5,felicitar
a2,group-5,coleccionar
a2,group-5,entrenarse
a2,group-5,estrenar
a2,group-5,aburrirse
a2,group-5,tropezar
a2,group-5,vendar
a2,group-5,aburrido
a2,group-5,emocionado
a2,group-5,deportivo
a2,group-5,gracioso
a2,group-5,romántico
a2,group-5,antipático
a2,group-5,extrovertido
a2,group-5,introvertido
a2,group-5,popular
a2,group-5,solitario
a2,group-5,cariñoso
a2,group-5,mentiroso
a2,group-5,honrado
a2,group-5,comprensivo
a2,group-5,atrevido
a2,group-5,juntos
a2,group-5,aparte
a2,group-5,repentinamente
a2,group-5,alegremente
a2,group-5,tímidamente
a2,group-5,caer bien
a2,group-5,pasarlo bien
a2,group-5,dar vergüenza
a2,group-5,hacer falta
a2,group-5,sentar bien
a2,group-5,ir de compras
a2,group-5,estar agotado
a2,group-6,estantería
a2,group-6,ticket
a2,group-6,devolución
a2,group-6,descuento
a2,group-6,monedero
a2,group-6,tarjeta
a2,group-6,efectivo
a2,group-6,cuenta
a2,group-6,ración
a2,group-6,tapa
a2,group-6,aperitivo
a2,group-6,cubierto
a2,group-6,sartén
a2,group-6,cacerola
a2,group-6,microondas
a2,group-6,harina
a2,group-6,lenteja
a2,group-6,garbanzo
a2,group-6,zanahoria
a2,group-6,ajo
a2,group-6,pimiento
a2,group-6,lechuga
a2,group-6,melocotón
a2,group-6,berenjena
a2,group-6,calabacín
a2,group-6,pepino
a2,group-6,ciruela
a2,group-6,sandía
a2,group-6,marisco
a2,group-6,ternera
a2,group-6,cerdo
a2,group-6,salchicha
a2,group-6,mermelada
a2,group-6,galleta
a2,group-6,helado
a2,group-6,lata
a2,group-6,frasco
a2,group-6,tapón
a2,group-6,regalo
a2,group-6,reserva
a2,group-6,sacacorchos
a2,group-6,sandalia
a2,group-6,señal
a2,group-6,sombra
a2,group-6,sorteo
a2,group-6,costar
a2,group-6,ahorrar
a2,group-6,gastar
a2,group-6,elegir
a2,group-6,rebajar
a2,group-6,pelar
a2,group-6,hornear
a2,group-6,pedir
a2,group-6,sobrar
a2,group-6,untar
a2,group-6,trocear
a2,group-6,remover
a2,group-6,envolver
a2,group-6,desenvolver
a2,group-6,caducar
a2,group-6,derretir
a2,group-6,quemar
a2,group-6,oler
a2,group-6,descongelar
a2,group-6,escurrir
a2,group-6,colar
a2,group-6,aliñar
a2,group-6,empanar
a2,group-6,rebozar
a2,group-6,regatear
a2,group-6,reponer
a2,group-6,etiquetar
a2,group-6,despachar
a2,group-6,crudo
a2,group-6,cocido
a2,group-6,frito
a2,group-6,amargo
a2,group-6,barato
a2,group-6,caro
a2,group-6,rebajado
a2,group-6,vegetariano
a2,group-6,congelado
a2,group-6,relleno
a2,group-6,cremoso
a2,group-6,agrio
a2,group-6,grasiento
a2,group-6,mediano
a2,group-6,artesano
a2,group-6,demasiado
a2,group-6,bastante
a2,group-6,separadamente
a2,group-6,directamente
a2,group-6,caseramente
a2,group-6,pagar en efectivo
a2,group-6,estar en oferta
a2,group-6,pedir la cuenta
a2,group-6,echar de menos
a2,group-6,hacer la compra
a2,group-6,salir bien
a2,group-6,salir mal
a2,group-7,cita
a2,group-7,cola
a2,group-7,oficina
a2,group-7,autorización
a2,group-7,justificante
a2,group-7,licencia
a2,group-7,pasaporte
a2,group-7,visado
a2,group-7,embajada
a2,group-7,consulado
a2,group-7,residencia
a2,group-7,empadronamiento
a2,group-7,original
a2,group-7,tasa
a2,group-7,importe
a2,group-7,pago
a2,group-7,factura
a2,group-7,confirmación
a2,group-7,renovación
a2,group-7,seguimiento
a2,group-7,técnico
a2,group-7,operador
a2,group-7,instalación
a2,group-7,suministro
a2,group-7,incidencia
a2,group-7,acuse
a2,group-7,expediente
a2,group-7,resguardo
a2,group-7,clave
a2,group-7,código
a2,group-7,pin
a2,group-7,casilla
a2,group-7,apartado
a2,group-7,anexo
a2,group-7,duplicado
a2,group-7,extracto
a2,group-7,tarjetero
a2,group-7,notaría
a2,group-7,padrón
a2,group-7,recargo
a2,group-7,domicilio
a2,group-7,remitente
a2,group-7,destinatario
a2,group-7,envío
a2,group-7,sucursal
a2,group-7,sellar
a2,group-7,registrarse
a2,group-7,identificarse
a2,group-7,abonar
a2,group-7,instalar
a2,group-7,reparar
a2,group-7,derivar
a2,group-7,legalizar
a2,group-7,certificar
a2,group-7,compulsar
a2,group-7,prorrogar
a2,group-7,domiciliar
a2,group-7,reembolsar
a2,group-7,recurrir
a2,group-7,subsanar
a2,group-7,validar
a2,group-7,reenviar
a2,group-7,extraviar
a2,group-7,extraviarse
a2,group-7,anexar
a2,group-7,desbloquear
a2,group-7,activar
a2,group-7,desactivar
a2,group-7,acreditar
a2,group-7,empadronarse
a2,group-7,autenticar
a2,group-7,rubricar
a2,group-7,remitir
a2,group-7,oficial
a2,group-7,gratuito
a2,group-7,pagado
a2,group-7,electrónico
a2,group-7,telefónico
a2,group-7,autorizado
a2,group-7,compulsado
a2,group-7,legalizado
a2,group-7,anexado
a2,group-7,extraviado
a2,group-7,reembolsable
a2,group-7,postal
a2,group-7,bancario
a2,group-7,prioritario
a2,group-7,provisional
a2,group-7,telefónicamente
a2,group-7,urgentemente
a2,group-7,oficialmente
a2,group-7,postalmente
a2,group-7,provisionalmente
a2,group-7,pedir cita previa
a2,group-7,estar en regla
a2,group-7,quedar pendiente
a2,group-7,llevar encima
a2,group-7,sacar número
a2,group-7,pasar por ventanilla
a2,group-7,estar caducado
a2,group-8,trueno
a2,group-8,rayo
a2,group-8,llovizna
a2,group-8,granizo
a2,group-8,niebla
a2,group-8,brisa
a2,group-8,solana
a2,group-8,humo
a2,group-8,ceniza
a2,group-8,barro
a2,group-8,piedra
a2,group-8,roca
a2,group-8,sendero
a2,group-8,valle
a2,group-8,colina
a2,group-8,cumbre
a2,group-8,cueva
a2,group-8,río
a2,group-8,arroyo
a2,group-8,lago
a2,group-8,costa
a2,group-8,isla
a2,group-8,bosque
a2,group-8,selva
a2,group-8,campo
a2,group-8,huerto
a2,group-8,rama
a2,group-8,semilla
a2,group-8,abeja
a2,group-8,hormiga
a2,group-8,mosquito
a2,group-8,mariposa
a2,group-8,tortuga
a2,group-8,conejo
a2,group-8,caracol
a2,group-8,lagartija
a2,group-8,seta
a2,group-8,matorral
a2,group-8,suplemento
a2,group-8,taller
a2,group-8,tarifa
a2,group-8,temporada
a2,group-8,tijera
a2,group-8,tostadora
a2,group-8,uniforme
a2,group-8,granizar
a2,group-8,mojarse
a2,group-8,secarse
a2,group-8,florecer
a2,group-8,regar
a2,group-8,cosechar
a2,group-8,cuidar
a2,group-8,acampar
a2,group-8,escalar
a2,group-8,resbalar
a2,group-8,refugiarse
a2,group-8,picar
a2,group-8,amanecer
a2,group-8,anochecer
a2,group-8,atardecer
a2,group-8,lloviznar
a2,group-8,inundarse
a2,group-8,arder
a2,group-8,brotar
a2,group-8,germinar
a2,group-8,marchar
a2,group-8,trepar
a2,group-8,bucear
a2,group-8,pescar
a2,group-8,pastar
a2,group-8,zumbar
a2,group-8,revolotear
a2,group-8,rastrear
a2,group-8,caluroso
a2,group-8,templado
a2,group-8,salvaje
a2,group-8,natural
a2,group-8,arenoso
a2,group-8,rocoso
a2,group-8,nevado
a2,group-8,fangoso
a2,group-8,florido
a2,group-8,frondoso
a2,group-8,montañoso
a2,group-8,costero
a2,group-8,marino
a2,group-8,silvestre
a2,group-8,despejado
a2,group-8,silenciosamente
a2,group-8,bruscamente
a2,group-8,verticalmente
a2,group-8,horizontalmente
a2,group-8,climáticamente
a2,group-8,hacer buen tiempo
a2,group-8,hacer mal tiempo
a2,group-8,caer un chaparrón
a2,group-8,estar nublado
a2,group-8,dejar huella
a2,group-8,estar despejado
a2,group-8,ir de excursión
a2,group-9,altavoz
a2,group-9,auricular
a2,group-9,cargador
a2,group-9,cable
a2,group-9,página
a2,group-9,sitio
a2,group-9,buscador
a2,group-9,mensaje
a2,group-9,notificación
a2,group-9,imagen
a2,group-9,vídeo
a2,group-9,grabación
a2,group-9,cobertura
a2,group-9,datos
a2,group-9,noticia
a2,group-9,publicidad
a2,group-9,portátil
a2,group-9,tableta
a2,group-9,escáner
a2,group-9,micrófono
a2,group-9,cámara
a2,group-9,router
a2,group-9,wifi
a2,group-9,bluetooth
a2,group-9,navegador
a2,group-9,pestaña
a2,group-9,cursor
a2,group-9,icono
a2,group-9,ajuste
a2,group-9,almacenamiento
a2,group-9,captura
a2,group-9,emoticono
a2,group-9,suscripción
a2,group-9,sección
a2,group-9,portada
a2,group-9,redactor
a2,group-9,locutor
a2,group-9,oyente
a2,group-9,espectador
a2,group-9,volumen
a2,group-9,brillo
a2,group-9,subtítulo
a2,group-9,podcast
a2,group-9,directo
a2,group-9,videollamada
a2,group-9,cargar
a2,group-9,chatear
a2,group-9,tuitear
a2,group-9,postear
a2,group-9,silenciar
a2,group-9,deslizar
a2,group-9,clicar
a2,group-9,minimizar
a2,group-9,maximizar
a2,group-9,reiniciar
a2,group-9,sincronizar
a2,group-9,indexar
a2,group-9,desinstalar
a2,group-9,formatear
a2,group-9,filtrar
a2,group-9,reenfocar
a2,group-9,subtitular
a2,group-9,retransmitir
a2,group-9,pausar
a2,group-9,reanudar
a2,group-9,silabear
a2,group-9,viralizar
a2,group-9,desmentir
a2,group-9,responder
a2,group-9,capturar
a2,group-9,pixelar
a2,group-9,autocompletar
a2,group-9,programar
a2,group-9,público
a2,group-9,privado
a2,group-9,táctil
a2,group-9,borroso
a2,group-9,nítido
a2,group-9,sonoro
a2,group-9,silenciado
a2,group-9,descargado
a2,group-9,comprimido
a2,group-9,viral
a2,group-9,verificado
a2,group-9,noticioso
a2,group-9,publicitario
a2,group-9,interactivo
a2,group-9,multimedia
a2,group-9,privadamente
a2,group-9,virtualmente
a2,group-9,anónimamente
a2,group-9,visualmente
a2,group-9,manualmente
a2,group-9,darse cuenta de que
a2,group-9,cambiar la contraseña
a2,group-9,quedarse sin batería
a2,group-9,subir una foto
a2,group-9,mandar un mensaje
a2,group-9,estar conectado
a2,group-9,poner en silencio
a2,group-10,problema
a2,group-10,parte
a2,group-10,mitad
a2,group-10,costumbre
a2,group-10,acierto
a2,group-10,descuido
a2,group-10,despiste
a2,group-10,excusa
a2,group-10,pretexto
a2,group-10,suposición
a2,group-10,rumbo
a2,group-10,giro
a2,group-10,arranque
a2,group-10,desenlace
a2,group-10,pausa
a2,group-10,distracción
a2,group-10,impaciencia
a2,group-10,inseguridad
a2,group-10,intuición
a2,group-10,reparo
a2,group-10,arrepentimiento
a2,group-10,alternativa
a2,group-10,introducción
a2,group-10,comienzo
a2,group-10,inciso
a2,group-10,desahogo
a2,group-10,corazonada
a2,group-10,dilema
a2,group-10,chisme
a2,group-10,orden
a2,group-10,contratiempo
a2,group-10,fallo
a2,group-10,empeoramiento
a2,group-10,salida
a2,group-10,vacilación
a2,group-10,desacierto
a2,group-10,ocurrencia
a2,group-10,remate
a2,group-10,recuento
a2,group-10,paréntesis
a2,group-10,vuelta
a2,group-10,reencuentro
a2,group-10,desánimo
a2,group-10,vacaciones
a2,group-10,zapatilla
a2,group-10,arrepentirse
a2,group-10,vacilar
a2,group-10,desanimarse
a2,group-10,desahogarse
a2,group-10,malinterpretar
a2,group-10,rectificar
a2,group-10,reconsiderar
a2,group-10,intuir
a2,group-10,imaginarse
a2,group-10,equivocarse
a2,group-10,acertar
a2,group-10,replantearse
a2,group-10,contradecir
a2,group-10,objetar
a2,group-10,replicar
a2,group-10,insinuar
a2,group-10,reconducir
a2,group-10,rematar
a2,group-10,recapitular
a2,group-10,puntualizar
a2,group-10,redondear
a2,group-10,reencontrarse
a2,group-10,despistarse
a2,group-10,enredarse
a2,group-10,encariñarse
a2,group-10,lamentar
a2,group-10,callarse
a2,group-10,desahuciar
a2,group-10,imposible
a2,group-10,útil
a2,group-10,exagerado
a2,group-10,previsible
a2,group-10,discutible
a2,group-10,precipitado
a2,group-10,prudente
a2,group-10,aproximado
a2,group-10,deseable
a2,group-10,evitable
a2,group-10,inevitable
a2,group-10,comprensible
a2,group-10,incomprensible
a2,group-10,distraído
a2,group-10,arrepentido
a2,group-10,quizá
a2,group-10,acaso
a2,group-10,seguramente
a2,group-10,razonablemente
a2,group-10,honradamente
a2,group-10,no estar de acuerdo
a2,group-10,al final
a2,group-10,a mi parecer
a2,group-10,dar la razón
a2,group-10,no tener claro
a2,group-10,quedarse con la duda
a2,group-10,salir del paso
b1,group-1,aprendizaje
b1,group-1,avance
b1,group-1,consejo
b1,group-1,duda
b1,group-1,explicación
b1,group-1,ejemplo
b1,group-1,resumen
b1,group-1,detalle
b1,group-1,tema
b1,group-1,asunto
b1,group-1,motivo
b1,group-1,causa
b1,group-1,consecuencia
b1,group-1,razón
b1,group-1,opinión
b1,group-1,acuerdo
b1,group-1,desacuerdo
b1,group-1,debate
b1,group-1,argumento
b1,group-1,creencia
b1,group-1,recuerdo
b1,group-1,experiencia
b1,group-1,error
b1,group-1,solución
b1,group-1,mejora
b1,group-1,revisión
b1,group-1,práctica
b1,group-1,atención
b1,group-1,memoria
b1,group-1,rutina
b1,group-1,meta
b1,group-1,progreso
b1,group-1,capacidad
b1,group-1,habilidad
b1,group-1,confianza
b1,group-1,paciencia
b1,group-1,curiosidad
b1,group-1,lectura
b1,group-1,escritura
b1,group-1,pronunciación
b1,group-1,recordar
b1,group-1,olvidar
b1,group-1,explicar
b1,group-1,resumir
b1,group-1,comparar
b1,group-1,fallar
b1,group-1,opinar
b1,group-1,debatir
b1,group-1,dudar
b1,group-1,creer
b1,group-1,imaginar
b1,group-1,comprobar
b1,group-1,pensar
b1,group-1,avanzar
b1,group-1,confuso
b1,group-1,necesario
b1,group-1,posible
b1,group-1,probable
b1,group-1,correcto
b1,group-1,incorrecto
b1,group-1,adecuado
b1,group-1,suficiente
b1,group-1,insuficiente
b1,group-1,completo
b1,group-1,incompleto
b1,group-1,práctico
b1,group-1,teórico
b1,group-1,claramente
b1,group-1,especialmente
b1,group-1,darse cuenta de
b1,group-1,en mi opinión
b1,group-1,por ejemplo
b1,group-1,en resumen
b1,group-1,no cabe duda
b1,group-1,abandono
b1,group-1,abono
b1,group-1,abundancia
b1,group-1,abuso
b1,group-1,acento
b1,group-1,abandonar
b1,group-1,absorber
b1,group-1,acceder
b1,group-1,acelerar
b1,group-1,aconsejar
b1,group-1,advertir
b1,group-1,agotar
b1,group-1,agradecer
b1,group-1,aislar
b1,group-1,alcanzar
b1,group-1,amenazar
b1,group-1,animar
b1,group-1,anotar
b1,group-1,aportar
b1,group-1,amistoso
b1,group-1,abstracto
b1,group-1,actualmente
b1,group-1,adecuadamente
b1,group-1,afortunadamente
b1,group-1,apoyar
b1,group-1,académico
b1,group-2,solicitud
b1,group-2,entrevista
b1,group-2,contrato
b1,group-2,salario
b1,group-2,puesto
b1,group-2,empresa
b1,group-2,cliente
b1,group-2,equipo
b1,group-2,turno
b1,group-2,plazo
b1,group-2,requisito
b1,group-2,formulario
b1,group-2,documento
b1,group-2,copia
b1,group-2,firma
b1,group-2,archivo
b1,group-2,aviso
b1,group-2,anuncio
b1,group-2,convocatoria
b1,group-2,permiso
b1,group-2,certificado
b1,group-2,matrícula
b1,group-2,trámite
b1,group-2,queja
b1,group-2,reclamación
b1,group-2,presupuesto
b1,group-2,gasto
b1,group-2,ingreso
b1,group-2,ahorro
b1,group-2,deuda
b1,group-2,impuesto
b1,group-2,servicio
b1,group-2,responsabilidad
b1,group-2,solicitar
b1,group-2,rellenar
b1,group-2,adjuntar
b1,group-2,entregar
b1,group-2,revisar
b1,group-2,cobrar
b1,group-2,contratar
b1,group-2,despedir
b1,group-2,aceptar
b1,group-2,rechazar
b1,group-2,coordinar
b1,group-2,atender
b1,group-2,avisar
b1,group-2,reclamar
b1,group-2,resolver
b1,group-2,tramitar
b1,group-2,imprimir
b1,group-2,guardar
b1,group-2,descargar
b1,group-2,actualizar
b1,group-2,laboral
b1,group-2,profesional
b1,group-2,urgente
b1,group-2,pendiente
b1,group-2,válido
b1,group-2,voluntario
b1,group-2,temporal
b1,group-2,fijo
b1,group-2,formal
b1,group-2,informal
b1,group-2,responsable
b1,group-2,puntualmente
b1,group-2,temporalmente
b1,group-2,formalmente
b1,group-2,correctamente
b1,group-2,estar pendiente de
b1,group-2,ponerse en contacto
b1,group-2,llevar a cabo
b1,group-2,hacer una reclamación
b1,group-2,estar a cargo de
b1,group-2,cumplir con
b1,group-2,quedar en
b1,group-2,aclaración
b1,group-2,actitud
b1,group-2,adaptación
b1,group-2,administración
b1,group-2,admiración
b1,group-2,adolescente
b1,group-2,advertencia
b1,group-2,afición
b1,group-2,agenda
b1,group-2,agotamiento
b1,group-2,agricultura
b1,group-2,alarma
b1,group-2,apreciar
b1,group-2,aprobar
b1,group-2,aprovechar
b1,group-2,asistir
b1,group-2,atreverse
b1,group-2,carecer
b1,group-2,ceder
b1,group-2,clasificar
b1,group-2,accesible
b1,group-2,agotador
b1,group-2,ajeno
b1,group-2,anónimo
b1,group-2,anualmente
b1,group-3,comunidad
b1,group-3,parada
b1,group-3,atasco
b1,group-3,aparcamiento
b1,group-3,afueras
b1,group-3,ayuntamiento
b1,group-3,policía
b1,group-3,urgencia
b1,group-3,avería
b1,group-3,reparación
b1,group-3,tejado
b1,group-3,ruido
b1,group-3,basura
b1,group-3,contenedor
b1,group-3,propietario
b1,group-3,romper
b1,group-3,baixar
b1,group-3,recorrer
b1,group-3,quejarse
b1,group-3,molestar
b1,group-3,prohibir
b1,group-3,permitir
b1,group-3,vecinal
b1,group-3,tranquilo
b1,group-3,diariamente
b1,group-3,estar en obras
b1,group-3,hacer ruido
b1,group-3,darse una vuelta
b1,group-3,echar una mano
b1,group-3,tener lugar
b1,group-3,poner una queja
b1,group-3,quedarse sin
b1,group-3,alivio
b1,group-3,alumno
b1,group-3,amenaza
b1,group-3,análisis
b1,group-3,anciano
b1,group-3,anécdota
b1,group-3,ángulo
b1,group-3,ansiedad
b1,group-3,antecedente
b1,group-3,aparato
b1,group-3,aprobación
b1,group-3,argumentación
b1,group-3,arreglo
b1,group-3,asamblea
b1,group-3,asesoramiento
b1,group-3,aspiración
b1,group-3,atracción
b1,group-3,audiencia
b1,group-3,aula
b1,group-3,autonomía
b1,group-3,balanza
b1,group-3,bando
b1,group-3,barrera
b1,group-3,base
b1,group-3,beneficiario
b1,group-3,borrador
b1,group-3,brevedad
b1,group-3,caída
b1,group-3,cálculo
b1,group-3,calendario
b1,group-3,colaborar
b1,group-3,combinar
b1,group-3,cometer
b1,group-3,compensar
b1,group-3,comunicar
b1,group-3,concentrar
b1,group-3,confiar
b1,group-3,confundir
b1,group-3,considerar
b1,group-3,consistir
b1,group-3,convencer
b1,group-3,convertir
b1,group-3,criticar
b1,group-3,cumplir
b1,group-3,defender
b1,group-3,definir
b1,group-3,depender
b1,group-3,desarrollar
b1,group-3,describir
b1,group-3,detectar
b1,group-3,detener
b1,group-3,apropiado
b1,group-3,atento
b1,group-3,atractivo
b1,group-3,auténtico
b1,group-3,beneficioso
b1,group-3,capaz
b1,group-3,clásico
b1,group-3,colectivo
b1,group-3,concreto
b1,group-3,consciente
b1,group-3,constante
b1,group-3,contrario
b1,group-3,crítico
b1,group-3,atentamente
b1,group-3,brevemente
b1,group-3,constantemente
b1,group-3,cuidadosamente
b1,group-4,receta
b1,group-4,paciente
b1,group-4,enfermero
b1,group-4,dentista
b1,group-4,descanso
b1,group-4,insomnio
b1,group-4,estrés
b1,group-4,ánimo
b1,group-4,humor
b1,group-4,miedo
b1,group-4,alegría
b1,group-4,tristeza
b1,group-4,enfado
b1,group-4,vergüenza
b1,group-4,orgullo
b1,group-4,preocupación
b1,group-4,apoyo
b1,group-4,calma
b1,group-4,alimentación
b1,group-4,peso
b1,group-4,fuerza
b1,group-4,riesgo
b1,group-4,prevención
b1,group-4,cuidado
b1,group-4,emergencia
b1,group-4,mejilla
b1,group-4,curar
b1,group-4,empeorar
b1,group-4,aguantar
b1,group-4,sentir
b1,group-4,preocupar
b1,group-4,calmar
b1,group-4,relajarse
b1,group-4,acostarse
b1,group-4,alimentarse
b1,group-4,engordar
b1,group-4,adelgazar
b1,group-4,superar
b1,group-4,grave
b1,group-4,leve
b1,group-4,preocupado
b1,group-4,orgulloso
b1,group-4,avergonzado
b1,group-4,doloroso
b1,group-4,saludable
b1,group-4,emocional
b1,group-4,físicamente
b1,group-4,emocionalmente
b1,group-4,últimamente
b1,group-4,tener fiebre
b1,group-4,estar de baja
b1,group-4,hacer ejercicio
b1,group-4,pasarlo mal
b1,group-4,venir bien
b1,group-4,calidad
b1,group-4,campus
b1,group-4,candidato
b1,group-4,capítulo
b1,group-4,carrera
b1,group-4,castigo
b1,group-4,categoría
b1,group-4,censura
b1,group-4,certeza
b1,group-4,charla
b1,group-4,ciclo
b1,group-4,circunstancia
b1,group-4,claridad
b1,group-4,clima
b1,group-4,colaboración
b1,group-4,columna
b1,group-4,comercio
b1,group-4,comisión
b1,group-4,compañía
b1,group-4,dirigir
b1,group-4,diseñar
b1,group-4,distinguir
b1,group-4,distribuir
b1,group-4,elaborar
b1,group-4,eliminar
b1,group-4,enfrentar
b1,group-4,engañar
b1,group-4,establecer
b1,group-4,experimentar
b1,group-4,expresar
b1,group-4,facilitar
b1,group-4,fracasar
b1,group-4,generar
b1,group-4,gestionar
b1,group-4,identificar
b1,group-4,cuidadoso
b1,group-4,decisivo
b1,group-4,definitivo
b1,group-4,delicado
b1,group-4,desigual
b1,group-4,detallado
b1,group-4,digno
b1,group-4,definitivamente
b1,group-4,efectivamente
b1,group-4,impedir
b1,group-4,finalmente
b1,group-5,amistad
b1,group-5,relación
b1,group-5,respeto
b1,group-5,cariño
b1,group-5,disculpa
b1,group-5,conflicto
b1,group-5,pelea
b1,group-5,discusión
b1,group-5,límite
b1,group-5,secreto
b1,group-5,promesa
b1,group-5,sorpresa
b1,group-5,celebración
b1,group-5,visita
b1,group-5,favor
b1,group-5,culpa
b1,group-5,carácter
b1,group-5,comportamiento
b1,group-5,reacción
b1,group-5,gesto
b1,group-5,sonrisa
b1,group-5,abrazo
b1,group-5,soledad
b1,group-5,grupo
b1,group-5,ambiente
b1,group-5,generación
b1,group-5,infancia
b1,group-5,adolescencia
b1,group-5,madurez
b1,group-5,perdonar
b1,group-5,disculparse
b1,group-5,prometer
b1,group-5,celebrar
b1,group-5,despedirse
b1,group-5,abrazar
b1,group-5,reaccionar
b1,group-5,interrumpir
b1,group-5,madurar
b1,group-5,sincero
b1,group-5,egoísta
b1,group-5,generoso
b1,group-5,fiel
b1,group-5,celoso
b1,group-5,maduro
b1,group-5,inmaduro
b1,group-5,sensible
b1,group-5,tímido
b1,group-5,personal
b1,group-5,sinceramente
b1,group-5,personalmente
b1,group-5,mutuamente
b1,group-5,llevarse bien
b1,group-5,hacer las paces
b1,group-5,pedir perdón
b1,group-5,guardar un secreto
b1,group-5,tener confianza
b1,group-5,dar las gracias
b1,group-5,concentración
b1,group-5,concurso
b1,group-5,conducta
b1,group-5,conferencia
b1,group-5,confusión
b1,group-5,conjunto
b1,group-5,conocimiento
b1,group-5,conservación
b1,group-5,constancia
b1,group-5,consumidor
b1,group-5,contenido
b1,group-5,contraste
b1,group-5,contribución
b1,group-5,conveniencia
b1,group-5,cooperación
b1,group-5,coordinación
b1,group-5,incluir
b1,group-5,indicar
b1,group-5,informar
b1,group-5,insistir
b1,group-5,mantener
b1,group-5,mencionar
b1,group-5,modificar
b1,group-5,motivar
b1,group-5,negar
b1,group-5,observar
b1,group-5,ocupar
b1,group-5,oponerse
b1,group-5,percibir
b1,group-5,predecir
b1,group-5,proponer
b1,group-5,provocar
b1,group-5,publicar
b1,group-5,recomendar
b1,group-5,reconocer
b1,group-5,emocionante
b1,group-5,estricto
b1,group-5,excesivo
b1,group-5,exigente
b1,group-5,externo
b1,group-5,frecuentemente
b1,group-5,generalmente
b1,group-5,recuperar
b1,group-6,titular
b1,group-6,artículo
b1,group-6,reportaje
b1,group-6,boletín
b1,group-6,prensa
b1,group-6,pantalla
b1,group-6,teclado
b1,group-6,ratón
b1,group-6,contraseña
b1,group-6,perfil
b1,group-6,usuario
b1,group-6,enlace
b1,group-6,aplicación
b1,group-6,red
b1,group-6,engaño
b1,group-6,rumor
b1,group-6,mentira
b1,group-6,verdad
b1,group-6,cifra
b1,group-6,gráfico
b1,group-6,encuesta
b1,group-6,comentario
b1,group-6,publicación
b1,group-6,actualización
b1,group-6,descarga
b1,group-6,batería
b1,group-6,conexión
b1,group-6,velocidad
b1,group-6,acceso
b1,group-6,anunciar
b1,group-6,comentar
b1,group-6,borrar
b1,group-6,conectar
b1,group-6,desconectar
b1,group-6,traducir
b1,group-6,pinchar
b1,group-6,pegar
b1,group-6,grabar
b1,group-6,bloquear
b1,group-6,digital
b1,group-6,fiable
b1,group-6,engañoso
b1,group-6,actualizado
b1,group-6,digitalmente
b1,group-6,recientemente
b1,group-6,públicamente
b1,group-6,hacer clic
b1,group-6,darse de alta
b1,group-6,darse de baja
b1,group-6,tener cuidado
b1,group-6,caer en una trampa
b1,group-6,cambiar de opinión
b1,group-6,estar al tanto
b1,group-6,corriente
b1,group-6,creatividad
b1,group-6,crecimiento
b1,group-6,crítica
b1,group-6,cuota
b1,group-6,daño
b1,group-6,debilidad
b1,group-6,decepción
b1,group-6,declaración
b1,group-6,dedicación
b1,group-6,defensa
b1,group-6,demanda
b1,group-6,demostración
b1,group-6,dependencia
b1,group-6,desarrollo
b1,group-6,desconfianza
b1,group-6,reflejar
b1,group-6,reforzar
b1,group-6,registrar
b1,group-6,seleccionar
b1,group-6,señalar
b1,group-6,variar
b1,group-6,acoger
b1,group-6,acordar
b1,group-6,admitir
b1,group-6,agendar
b1,group-6,alojar
b1,group-6,aplazar
b1,group-6,archivar
b1,group-6,asegurar
b1,group-6,asignar
b1,group-6,atravesar
b1,group-6,autorizar
b1,group-6,capacitar
b1,group-6,favorable
b1,group-6,flexible
b1,group-6,fundamental
b1,group-6,habitual
b1,group-6,honesto
b1,group-6,igualitario
b1,group-6,indirecto
b1,group-6,inesperado
b1,group-6,injusto
b1,group-6,innecesario
b1,group-6,inseguro
